Country,City,Airport name,IATA
Bahamas,Nassau,Lynden Pindling International Airport,NAS
Brazil,Natal,São Gonçalo do Amarante - Governador Aluízio Alves International Airport,NAT
French Polynesia,Napuka Island,Napuka Island Airport,NAU
Turkey,Nevşehir,Nevşehir Kapadokya Airport,NAV
Thailand,,Narathiwat Airport,NAW
China,Beijing,Beijing Nanjiao Airport,NAY
Solomon Islands,Star Harbor,Nana Airport,NAZ
Papua New Guinea,Nambaiyufa,Nambaiyufa Airport,NBA
Colombia,Barranco Minas,Barranco Minas Airport,NBB
Russia,Nizhnekamsk,Begishevo Airport,NBC
Tunisia,Enfidha,Enfidha - Hammamet International Airport,NBE
United States of America,New Orleans,New Orleans NAS JRB/Alvin Callender Field,NBG
Australia,Nambucca Heads,Nambucca Heads Airport,NBH
Angola,Luanda (Ícolo e Bengo),Dr. Antonio Agostinho Neto International Airport,NBJ
Panama,Warsobtugua,San Blas Airport,NBL
Equatorial Guinea,San Antonio de Palé,Annobón Airport,NBN
Kenya,Nairobi,Jomo Kenyatta International Airport,NBO
China,Baishan,Changbaishan Airport,NBS
Cuba,Guantanamo Bay Naval Station,Leeward Point Field,NBW
Indonesia,Nabire,Douw Aturure Airport,NBX
Turks and Caicos Islands,North Caicos,North Caicos Airport,NCA
France,"Nice, Alpes-Maritimes",Nice-Côte d'Azur Airport,NCE
Mexico,Nuevo Casas Grandes,Aeropuerto Municipal de Nuevo Casas Grandes,NCG
Tanzania,Nachingwea,Nachingwea Airport,NCH
Colombia,Necocli,Necocli Airport,NCI
Argentina,Sunchales,Sunchales Aeroclub Airport,NCJ
United Kingdom,"Newcastle upon Tyne, Tyne and Wear",Newcastle International Airport,NCL
United States of America,Chenega,Chenega Bay Airport,NCN
United States of America,North Kingstown,Quonset State Airport,NCO
Nicaragua,San Carlos,San Carlos Airport,NCR
South Africa,Newcastle,Newcastle Airport,NCS
Costa Rica,Nicoya/Guanacate,Guanacaste Airport,NCT
Uzbekistan,Nukus,Nukus Airport,NCU
France,Epagny Metz-Tessy,Annecy Haute-Savoie Mont Blanc Airport,NCY
Indonesia,Bandanaira,Bandanaira Airport,NDA
Mauritania,Nouadhibou,Nouadhibou International Airport,NDB
India,Nanded,Nanded Airport,NDC
Angola,Sumbe,Sumbe Airport,NDD
Kenya,Mandera,Mandera Airport,NDE
Angola,N'dalatando,N'dalatando Airport,NDF
China,Qiqihar,Qiqihar Sanjiazi Airport,NDG
Papua New Guinea,Namudi,Namudi Airport,NDI
Chad,N'Djamena,N'Djamena International Airport,NDJ
Marshall Islands,Namorik Atoll,Namorik Airport,NDK
Central African Republic,N'Délé,N'Délé Airport,NDL
Ethiopia,Mendi,Mendi Airport,NDM
Papua New Guinea,Nadunumu,Nadunumu Airport,NDN
Morocco,Al Aaroui,Nador Al Aaroui International Airport,NDR
Australia,Sandstone,Sandstone Airport,NDS
Namibia,Rundu,Rundu Airport,NDU
United Kingdom,Sanday,Sanday Airport,NDY
Argentina,Necochea,Necochea Airport,NEC
Jamaica,Negril,Negril Airport,NEG
Ethiopia,Nejo,Nejjo Airport,NEJ
Ethiopia,Nekemte,Nekemte Airport,NEK
United States of America,Lakehurst,Lakehurst Maxfield Field Airport,NEL
United States of America,Jacksonville,Whitehouse Naval Outlying Field,NEN
Russia,Neryungri,Chulman Airport,NER
Laos,,Sam Neua Airport,NEU
Saint Kitts and Nevis,Charlestown,Vance W. Amory International Airport,NEV
United States of America,New Orleans,Lakefront Airport,NEW
Russia,Nefteyugansk,Nefteyugansk Airport,NFG
United States of America,Fallon,Fallon Naval Air Station,NFL
Tonga,"Angaha, Niuafo'ou Island",Mata'aho Airport,NFO
Australia,,Young Airport,NGA
China,Ningbo,Ningbo Lishe International Airport,NGB
British Virgin Islands,Anegada,Captain Auguste George Airport,NGD
Cameroon,N'Gaoundéré,N'Gaoundéré Airport,NGE
United States of America,Kaneohe,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,NGF
Fiji,Ngau,Ngau Airport,NGI
Russia,Nogliki,Nogliki Airport,NGK
South Africa,Ngala,Ngala Airport,NGL
Japan,Tokoname,Chubu Centrair International Airport,NGO
United States of America,Corpus Christi,Naval Air Station Corpus Christi Truax Field,NGP
China,Shiquanhe,Ngari Gunsa Airport,NGQ
Japan,Nagasaki,Nagasaki Airport,NGS
United States of America,Norfolk,Norfolk Naval Station (Chambers Field),NGU
Nepal,Ngawal,Manang Airport,NGX
United Arab Emirates,Dubai,Al Minhad Air Base,NHD
Sudan,New Halfa,New Halfa Airport,NHF
United States of America,Patuxent River,Patuxent River Naval Air Station (Trapnell Field),NHK
United Kingdom,London,RAF Northolt,NHT
French Polynesia,Nuku Hiva,Nuku Hiva Airport,NHV
United States of America,Foley,Naval Outlying Field Barin,NHX
United States of America,Brunswick,Brunswick Executive Airport,NHZ
Liberia,Nimba,Nimba Airport,NIA
United States of America,Nikolai,Nikolai Airport,NIB
Australia,,Camp Nifty Airport,NIF
Kiribati,Nikunau,Nikunau Airport,NIG
Niger,Niamey,Diori Hamani International Airport,NIM
Democratic Republic of the Congo,Nioki,Nioki Airport,NIO
United States of America,Jacksonville,Jacksonville Naval Air Station (Towers Field),NIP
Papua New Guinea,Simberi Island,Simberi Airport,NIS
France,Niort/Souché,Niort - Marais Poitevin Airport,NIT
French Polynesia,Naiu Atoll,Naiu Airport,NIU
Mali,Nioro du Sahel,Nioro du Sahel Airport,NIX
Japan,Ayase / Yamato,JMSDF Atsugi Air Base / Naval Air Facility Atsugi,NJA
Russia,Nizhnevartovsk,Nizhnevartovsk Airport,NJC
Iraq,Najaf,Al Najaf International Airport,NJF
United States of America,El Centro,El Centro NAF Airport (Vraciu Field),NJK
Australia,,Noonkanbah Airport,NKB
Mauritania,Nouakchott,Nouakchott–Oumtounsy International Airport,NKC
Indonesia,Sinak,Sinak Airport,NKD
China,Nanjing,Nanjing Lukou International Airport,NKG
Democratic Republic of the Congo,N'Kolo-Fuma,N'Kolo-Fuma Airport,NKL
Japan,Nagoya,Nagoya Airport / JASDF Komaki Air Base,NKM
Papua New Guinea,Gwarawon,Nankina Airport,NKN
French Polynesia,Nukutepipi,Nukutepipi Airport,NKP
Turkey,Şırnak,Şırnak Şerafettin Elçi Airport,NKT
Lesotho,Nkaus,Nkaus Airport,NKU
British Indian Ocean Territory,Diego Garcia,Diego Garcia Naval Support Facility,NKW
United States of America,San Diego,Miramar Marine Corps Air Station - Mitscher Field,NKX
Republic of the Congo,Nkayi,Yokangassi Airport,NKY
Zambia,Ndola,Simon Mwansa Kapwepwe International Airport,NLA
United States of America,Lemoore,Lemoore Naval Air Station (Reeves Field) Airport,NLC
Mexico,Nuevo Laredo,Quetzalcóatl International Airport,NLD
United States of America,Niles,Jerry Tyler Memorial Airport,NLE
Australia,Darnley Island,Darnley Island Airport,NLF
United States of America,Nelson Lagoon,Nelson Lagoon Airport,NLG
China,Ninglang,Ninglang Luguhu Airport,NLH
Russia,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,NLI
Norfolk Island,Burnt Pine,Norfolk Island International Airport,NLK
Australia,,Nullagine Airport,NLL
United States of America,Kneeland,Kneeland Airport,NLN
Democratic Republic of the Congo,N'dolo,Ndolo Airport,NLO
South Africa,Nelspruit,Nelspruit Airport,NLP
Australia,,Nicholson Airport,NLS
China,Xinyuan,Xinyuan Nalati Airport,NLT
Mexico,Mexico City,Aeropuerto Internacional General Felipe Ángeles,NLU
Ukraine,Nikolayev,Mykolaiv International Airport,NLV
Uzbekistan,Namangan,Namangan Airport,NMA
India,Daman,Daman Airport,NMB
Bahamas,Normans Cay,Normans Cay Airport,NMC
United States of America,Nightmute,Nightmute Airport,NME
Maldives,Noonu Atoll,Maafaru International Airport,NMF
Panama,Isla del Rey,San Miguel Airport,NMG
Canada,Fort McMurray,Fort McMurray / Mildred Lake Airport,NML
Papua New Guinea,Namane,Nomane Airport,NMN
Australia,Basalt,New Moon Airport,NMP
Australia,,Nappa Merrie Airport,NMR
Myanmar,Namsang,Namsang Airport,NMS
Myanmar,Namtu,Namtu Airport,NMT
Morocco,Kenitra,Kenitra Air Base,NNA
Solomon Islands,Santa Ana Island,Santa Ana Airport,NNB
Mozambique,Nangade,Nangade Airport,NND
China,Nanning (Jiangnan),Nanning Wuxu Airport,NNG
Namibia,Namutoni,Namutoni Airport,NNI
United States of America,Naknek,Naknek Airport,NNK
United States of America,Nondalton,Nondalton Airport,NNL
Russia,Naryan Mar,Naryan Mar Airport,NNM
Ireland,Inverin,Connemara Regional Airport,NNR
Thailand,,Nan Airport,NNT
Brazil,Nanuque,Nanuque Airport,NNU
Indonesia,Nunukan-Nunukan Island,Nunukan Airport,NNX
China,Nanyang (Wancheng),Nanyang Jiangying Airport,NNY
Australia,Nowra Hill,Naval Air Station Nowra - HMAS Albatross,NOA
Costa Rica,Nicoya,Nosara Airport,NOB
Ireland,Charlestown,Ireland West Knock Airport,NOC
Germany,Norddeich,Norden-Norddeich Airport,NOD
Mexico,Nogales,Nogales International Airport,NOG
Russia,Krymsk,Krymsk Air Base,NOI
Russia,Noyabrsk,Noyabrsk Airport,NOJ
Brazil,Nova Xavantina,Xavantina Airport,NOK
Papua New Guinea,Nomad River,Nomad River Airport,NOM
Kiribati,Nonouti,Nonouti Airport,NON
Papua New Guinea,Naoro Vilage,Naoro Airport,NOO
Turkey,Sinop,Sinop Airport,NOP
Iceland,Norðfjörður,Norðfjörður Airport,NOR
Madagascar,Nosy Be,Fascene Airport,NOS
United States of America,Novato,Marin County Airport - Gnoss Field,NOT
New Caledonia,Nouméa (La Tontouta),La Tontouta International Airport,NOU
Angola,Huambo,Nova Lisboa Airport,NOV
Russia,Novokuznetsk,Spichenkovo Airport,NOZ
United States of America,Pensacola,Naval Air Station Pensacola Forrest Sherman Field,NPA
New Zealand,Napier,Hawke's Bay Airport,NPE
Papua New Guinea,Nipa,Nipa Airport,NPG
United States of America,Nephi,J. Randy McKnight Nephi Municipal Airport,NPH
New Zealand,New Plymouth,New Plymouth Airport,NPL
Indonesia,Nanga Pinoh-Borneo Island,Nanga Pinoh Airport,NPO
Australia,Napperby,Napperby Airport,NPP
Brazil,Novo Progresso,Novo Progresso Airport,NPR
United States of America,Newport,Newport State Airport,NPT
Colombia,San Pedro de Urabá,San Pedro Airport,NPU
United States of America,Millington,Millington-Memphis Airport,NQA
United States of America,Kingsville,Kingsville Naval Air Station,NQI
Brazil,Niquelândia,Niquelândia Airport,NQL
Argentina,Neuquen,Presidente Peron Airport,NQN
United Kingdom,Nottingham,Nottingham Airport,NQT
Colombia,Nuquí,Reyes Murillo Airport,NQU
United States of America,Key West,Naval Air Station Key West/Boca Chica Field,NQX
United Kingdom,Newquay,Cornwall Airport Newquay,NQY
Kazakhstan,Astana,Nursultan Nazarbayev International Airport,NQZ
Australia,Narrandera,Narrandera Airport,NRA
United States of America,Jacksonville,Naval Station Mayport / Admiral David L McDonald Field,NRB
Germany,Norderney,Norderney Airport,NRD
Indonesia,Namrole,Namrole Airport,NRE
Australia,Narrogin,Narrogin Airport,NRG
United States of America,Afton,Grand Lake Regional Airport,NRI
Sweden,Norrköping,Norrköping Airport,NRK
United Kingdom,North Ronaldsay,North Ronaldsay Airport,NRL
Mali,Nara,Nara Airport,NRM
Germany,Weeze,Weeze Airport,NRN
Puerto Rico,Ceiba,José Aponte de la Torre Airport,NRR
United States of America,Imperial Beach,Naval Outlying Field Imperial Beach (Ream Field),NRS
Japan,Narita,Narita International Airport,NRT
Australia,Newry,Newry Airport,NRY
United States of America,Milton,Whiting Field Naval Air Station - North,NSE
Iran,Nowshahr,Nowshahr Airport,NSH
Cameroon,Yaoundé,Yaoundé Nsimalen International Airport,NSI
Russia,Norilsk,Norilsk-Alykel Airport,NSK
United States of America,Slayton,Slayton Municipal Airport,NSL
Australia,,Norseman Airport,NSM
New Zealand,Nelson,Nelson Airport,NSN
Australia,,Scone Airport,NSO
Thailand,Nakhon Si Thammarat,Nakhon Si Thammarat Airport,NST
Australia,,Noosa Airport,NSV
Italy,Sigonella (CT),Sigonella Navy Air Base,NSY
Norway,Notodden,Notodden Airport,NTB
Mozambique,Santa Carolina,Paradise Island Airport,NTC
United States of America,Point Mugu,Point Mugu Naval Air Station (Naval Base Ventura Co),NTD
France,Nantes,Nantes Atlantique Airport,NTE
China,Nantong (Tongzhou),Nantong Xingdong International Airport,NTG
Indonesia,Bintuni,Stenkol Airport,NTI
United States of America,Manti,Manti-Ephraim Airport,NTJ
Australia,Williamtown,Newcastle Airport,NTL
Australia,Normanton,Normanton Airport,NTN
Cape Verde,Ponta do Sol,Agostinho Neto Airport,NTO
Japan,Wajima,Noto Satoyama Airport,NTQ
Mexico,Monterrey,Del Norte International Airport,NTR
Tonga,Niuatoputapu,Kuini Lavenia Airport,NTT
United States of America,Virginia Beach,Oceana Naval Air Station,NTU
Indonesia,Ranai-Natuna Besar Island,Ranai Airport,NTX
South Africa,Pilanesberg,Pilanesberg International Airport,NTY
Australia,,Numbulwar Airport,NUB
Sudan,En Nahud,En Nahud Airport,NUD
Germany,Nuremberg,Nuremberg Airport,NUE
Papua New Guinea,Nuguria Island,Nuguria Airstrip,NUG
United States of America,Nuiqsut,Nuiqsut Airport,NUI
Iran,Amirabad,Nojeh Air Base,NUJ
French Polynesia,Nukutavake,Nukutavake Airport,NUK
United States of America,Nulato,Nulato Airport,NUL
Saudi Arabia,Sharma,Neom Bay Airport,NUM
United States of America,Nunapitchuk,Nunapitchuk Airport,NUP
United States of America,Mountain View,Moffett Federal Airfield,NUQ
Australia,,Nullabor Motel Airport,NUR
Vanuatu,Norsup,Norsup Airport,NUS
Kenya,Nakuru,Nakuru Airport,NUU
United States of America,Oak Harbor,Whidbey Island Naval Air Station (Ault Field),NUW
Russia,Novy Urengoy,Novy Urengoy Airport,NUX
Colombia,Neiva,Benito Salas Airport,NVA
Uzbekistan,Navoi,Navoi Airport,NVI
United States of America,Beckwourth,Nervino Airport,NVN
Brazil,Novo Aripuanã,Novo Aripuanã Airport,NVP
France,Nevers/Fourchambault,Nevers-Fourchambault Airport,NVS
Brazil,Navegantes,Ministro Victor Konder International Airport,NVT
India,Neyveli,Neyveli Airport,NVY
Comoros,Fomboni,Mohéli Bandar Es Eslam Airport,NWA
United Kingdom,"Norwich, Norfolk",Norwich Airport,NWI
Papua New Guinea,Nowata,Nowata Airport,NWT
Russia,Nyagan,Nyagan Airport,NYA
Kenya,Nyeri,Nyeri Airport,NYE
United States of America,Quantico,Quantico Marine Corps Airfield / Turner Field,NYG
Ghana,Sunyani,Sunyani Airport,NYI
Kenya,Nanyuki,Nanyuki Airport,NYK
Russia,Nadym,Nadym Airport,NYM
Australia,,Nyngan Airport,NYN
Sweden,Nyköping,Stockholm Skavsta Airport,NYO
Russia,Nyurba,Nyurba Airport,NYR
Myanmar,Pyinmana,Nay Pyi Taw International Airport,NYT
Myanmar,Nyaung U,Bagan Airport,NYU
Myanmar,Monywar,Monywar Airport,NYW
Angola,Nzagi,Nzagi Airport,NZA
Peru,Nazca,Maria Reiche Neuman Airport,NZC
Guinea,Nzérékoré,Nzérékoré Airport,NZE
Russia,Nizhneangarsk,Nizhneangarsk International Airport,NZG
China,Manzhouli,Manzhouli Xijiao Airport,NZH
China,Zhalantun,Zhalantun Genghis Khan Airport,NZL
United States of America,San Diego,North Island Naval Air Station-Halsey Field,NZY
Afghanistan,Baraki Barak,Shank Air Base,OAA
Australia,Orange,Orange Airport,OAG
Afghanistan,Shindand,Shindand Air Base,OAH
Afghanistan,Bagram,Bagram Airfield,OAI
United States of America,Richlands,Albert J Ellis Airport,OAJ
United States of America,Oakland,San Francisco Bay Oakland International Airport,OAK
Brazil,Cacoal,Cacoal Airport,OAL
New Zealand,,Oamaru Airport,OAM
Honduras,Olanchito,El Arrayán Airport,OAN
United States of America,Marina,Marina Municipal Airport,OAR
Afghanistan,Sharana,Sharana Airstrip,OAS
Mexico,Oaxaca,Aeropuerto Internacional Xoxocotlán,OAX
Afghanistan,Lashkar Gah,Camp Shorabak Airfield,OAZ
Djibouti,Obock,Obock Airport,OBC
Indonesia,Obano,Obano Airport,OBD
United States of America,Okeechobee,Okeechobee County Airport,OBE
Germany,Weßling,Oberpfaffenhofen Airport,OBF
Brazil,Óbidos,Óbidos Municipal Airport,OBI
Belgium,Zoersel,Oostmalle Airfield,OBL
Papua New Guinea,Morobe,Morobe Airport,OBM
United Kingdom,North Connel,Oban Airport,OBN
Japan,Obihiro,Tokachi-Obihiro Airport,OBO
France,Aubenas/Ardèche Méridional,Aubenas-Ardèche Méridional Airport,OBS
United States of America,Kobuk,Kobuk Airport,OBU
Papua New Guinea,Obo,Obo Airport,OBX
United States of America,Key Largo,Ocean Reef Club Airport,OCA
Ecuador,Coca,Francisco De Orellana Airport,OCC
United States of America,Ocean City,Ocean City Municipal Airport,OCE
United States of America,Ocala,Ocala International Airport - Jim Taylor Field,OCF
